client_id,group,journeys,completed_journeys,completed,furthest_step,step_backs,repeated_steps,completion_time_s,effective_time_s,error_rate_a,error_rate_b,step_backs_per_journey,abandoned,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,age_band
7511167,Test,1,1,True,4,0,0,585.0,585.0,0.0,0.0,0.0,False,9.0,111.0,62.5,M,2.0,453602.38,1.0,4.0,50-65
7511255,Test,2,1,True,4,0,2,369.0,306.0,1.0,0.0,0.0,False,11.0,143.0,51.5,F,2.0,33601.509999999995,0.0,3.0,50-65
7511344,Test,2,0,False,2,2,3,,,1.5,1.0,1.0,True,21.0,252.0,80.0,F,3.0,247248.44,4.0,8.0,65+
7511367,Test,1,0,False,0,0,1,,,1.0,0.0,0.0,True,10.0,123.0,31.0,F,2.0,32286.72,1.0,4.0,<35
7511477,Control,1,1,True,4,1,0,347.0,162.0,0.0,1.0,1.0,False,20.0,247.0,49.0,F,2.0,63313.26,5.0,8.0,35-50
7511654,Control,2,1,True,4,2,0,181.0,181.0,0.0,1.0,1.0,False,6.0,74.0,51.0,U,2.0,58874.31,2.0,5.0,50-65
7511703,Test,1,1,True,4,0,0,217.0,217.0,0.0,0.0,0.0,False,15.0,189.0,51.0,M,2.0,31772.87,3.0,6.0,50-65
7511753,Test,3,1,True,4,4,0,236.0,236.0,0.0,1.3333333333333333,1.3333333333333333,False,14.0,172.0,42.5,F,2.0,256153.18,6.0,9.0,35-50
7511755,Test,1,0,False,1,0,0,,,0.0,0.0,0.0,True,5.0,60.0,23.5,U,2.0,33120.66,2.0,5.0,<35
7512056,Test,1,1,True,4,0,0,199.0,199.0,0.0,0.0,0.0,False,13.0,163.0,61.0,F,2.0,40083.27,2.0,5.0,50-65
7512247,Control,1,1,True,4,0,0,241.0,241.0,0.0,0.0,0.0,False,11.0,143.0,61.5,M,3.0,359530.03,6.0,9.0,50-65
7512282,Control,1,1,True,4,0,1,484.0,483.0,1.0,0.0,0.0,False,7.0,85.0,82.0,U,2.0,25391.65,0.0,3.0,65+
7512367,Control,1,0,False,0,0,0,,,0.0,0.0,0.0,True,12.0,146.0,30.0,U,2.0,31587.88,2.0,5.0,<35
7512585,Test,1,1,True,4,1,0,822.0,406.0,0.0,1.0,1.0,False,5.0,70.0,56.5,U,2.0,54317.69,3.0,6.0,50-65
7512804,Control,2,1,True,4,0,0,348.0,348.0,0.0,0.0,0.0,False,16.0,201.0,43.0,F,2.0,23805.89,0.0,3.0,35-50
7512833,Control,1,0,False,3,0,0,,,0.0,0.0,0.0,True,18.0,221.0,28.0,U,2.0,51970.78,2.0,5.0,<35
7513572,Control,1,1,True,4,0,3,313.0,110.0,3.0,0.0,0.0,False,4.0,59.0,26.5,U,2.0,46052.16,1.0,4.0,<35
7513678,Test,1,1,True,4,3,0,549.0,261.0,0.0,3.0,3.0,False,8.0,106.0,25.0,F,3.0,79830.9,3.0,6.0,<35
7514622,Test,1,1,True,4,0,0,289.0,289.0,0.0,0.0,0.0,False,8.0,96.0,36.5,U,2.0,62533.94,1.0,4.0,35-50
7514780,Test,1,0,False,0,0,0,,,0.0,0.0,0.0,True,17.0,215.0,45.0,M,3.0,530186.52,4.0,7.0,35-50
7514987,Control,1,1,True,4,0,0,154.0,154.0,0.0,0.0,0.0,False,11.0,142.0,64.5,F,2.0,29827.48,3.0,6.0,50-65
7515052,Control,1,1,True,4,1,1,618.0,152.0,1.0,1.0,1.0,False,4.0,58.0,44.5,U,2.0,437426.12,0.0,3.0,35-50
7515310,Test,1,0,False,0,0,0,,,0.0,0.0,0.0,True,24.0,291.0,52.0,F,4.0,90730.25,0.0,3.0,50-65
7515443,Test,1,1,True,4,0,0,200.0,200.0,0.0,0.0,0.0,False,13.0,167.0,44.0,M,2.0,58258.65,6.0,9.0,35-50
7516076,Control,1,0,False,2,0,0,,,0.0,0.0,0.0,True,9.0,118.0,40.0,F,2.0,41638.73,2.0,5.0,35-50
7516737,Control,1,0,False,0,0,1,,,1.0,0.0,0.0,True,4.0,58.0,22.0,U,2.0,34305.24,6.0,9.0,<35
7516764,Test,2,1,True,4,0,1,146.0,146.0,0.5,0.0,0.0,False,23.0,277.0,55.5,U,2.0,28809.4,4.0,7.0,50-65
7516827,Control,1,1,True,4,0,0,475.0,475.0,0.0,0.0,0.0,False,19.0,238.0,64.5,F,2.0,85104.79000000001,3.0,6.0,50-65
7516880,Control,4,1,True,4,1,12,3130.0,186.0,3.0,0.25,0.25,False,8.0,96.0,32.0,U,3.0,102982.19,6.0,9.0,<35
7517296,Test,1,0,False,0,0,0,,,0.0,0.0,0.0,True,11.0,139.0,50.0,M,2.0,212170.95,4.0,7.0,35-50
7517398,Test,2,1,True,4,1,0,245.0,152.0,0.0,0.5,0.5,False,17.0,214.0,61.5,M,4.0,41898.62,6.0,9.0,50-65
7517412,Control,1,0,False,3,0,0,,,0.0,0.0,0.0,True,29.0,353.0,64.0,F,2.0,26926.26,2.0,5.0,50-65
7517429,Control,2,2,True,4,0,2,149.0,149.0,1.0,0.0,0.0,False,21.0,257.0,53.5,U,2.0,96064.75,3.0,6.0,50-65
7517800,Test,2,1,True,4,4,2,545.0,380.0,1.0,2.0,2.0,False,13.0,156.0,50.5,F,2.0,157054.81,1.0,4.0,50-65
7517802,Test,1,1,True,4,0,0,582.0,582.0,0.0,0.0,0.0,False,20.0,251.0,30.5,F,2.0,37253.87,2.0,5.0,<35
7518013,Test,1,1,True,4,0,0,141.0,141.0,0.0,0.0,0.0,False,20.0,251.0,52.0,M,2.0,60140.69,4.0,7.0,50-65
7518703,Control,1,1,True,4,0,0,142.0,142.0,0.0,0.0,0.0,False,4.0,59.0,28.0,U,2.0,53264.96,0.0,3.0,<35
7518844,Control,2,1,True,4,0,0,108.0,108.0,0.0,0.0,0.0,False,7.0,94.0,55.0,U,3.0,76541.33,1.0,4.0,50-65
7519157,Control,2,1,True,4,0,0,257.0,257.0,0.0,0.0,0.0,False,11.0,136.0,53.0,M,2.0,43989.78999999999,2.0,5.0,50-65
7519532,Test,1,1,True,4,0,0,107.0,107.0,0.0,0.0,0.0,False,4.0,59.0,44.5,U,2.0,36124.76,3.0,6.0,35-50
7519549,Control,2,1,True,4,0,1,360.0,360.0,0.5,0.0,0.0,False,17.0,205.0,64.5,M,2.0,73118.64,4.0,7.0,50-65
7520125,Test,2,1,True,4,0,1,128.0,128.0,0.5,0.0,0.0,False,2.0,33.0,41.5,F,4.0,434005.34,6.0,9.0,35-50
7520214,Test,1,0,False,1,0,0,,,0.0,0.0,0.0,True,11.0,140.0,51.0,U,2.0,39370.1,0.0,3.0,50-65
7520488,Test,1,0,False,1,1,0,,,0.0,1.0,1.0,True,10.0,130.0,37.0,U,2.0,28647.7,0.0,3.0,35-50
7520504,Control,2,1,True,4,0,0,1040.0,1040.0,0.0,0.0,0.0,False,15.0,183.0,60.5,F,2.0,122181.47,3.0,6.0,50-65
7520598,Test,1,1,True,4,1,0,370.0,251.0,0.0,1.0,1.0,False,10.0,120.0,31.5,M,2.0,35194.32,6.0,9.0,<35
7521207,Test,2,1,True,4,0,0,271.0,271.0,0.0,0.0,0.0,False,14.0,175.0,70.5,F,2.0,198599.66,2.0,6.0,65+
7521214,Test,1,1,True,4,0,0,150.0,150.0,0.0,0.0,0.0,False,26.0,318.0,66.5,F,2.0,311415.36,1.0,4.0,65+
7521289,Control,1,0,False,0,0,0,,,0.0,0.0,0.0,True,23.0,287.0,24.0,M,2.0,27919.35,3.0,6.0,<35
7521309,Test,1,1,True,4,0,0,171.0,171.0,0.0,0.0,0.0,False,21.0,253.0,47.5,M,2.0,45132.87,6.0,9.0,35-50
7521632,Test,1,1,True,4,0,0,357.0,357.0,0.0,0.0,0.0,False,6.0,76.0,49.5,F,2.0,186120.63,6.0,9.0,35-50
7521788,Control,1,1,True,4,0,0,680.0,680.0,0.0,0.0,0.0,False,30.0,369.0,51.5,M,2.0,87757.78,5.0,8.0,50-65
7521803,Test,3,0,False,3,5,0,,,0.0,1.6666666666666667,1.6666666666666667,True,28.0,336.0,44.0,M,3.0,39146.34,2.0,5.0,35-50
7522017,Test,1,0,False,0,0,1,,,1.0,0.0,0.0,True,16.0,201.0,50.0,M,2.0,231826.68,5.0,8.0,35-50
7522380,Control,2,0,False,1,0,4,,,2.0,0.0,0.0,True,16.0,195.0,82.0,M,2.0,96342.92,6.0,9.0,65+
7522558,Control,2,0,False,0,0,0,,,0.0,0.0,0.0,True,19.0,228.0,51.0,U,3.0,45491.03999999999,2.0,5.0,50-65
7522784,Test,1,1,True,4,0,0,56.0,56.0,0.0,0.0,0.0,False,14.0,179.0,35.0,M,2.0,42798.13,4.0,7.0,<35
7523181,Control,2,0,False,3,1,1,,,0.5,0.5,0.5,True,5.0,65.0,39.0,U,3.0,81254.01999999999,5.0,8.0,35-50
7523200,Control,1,0,False,0,0,0,,,0.0,0.0,0.0,True,9.0,118.0,29.0,F,2.0,82772.68,6.0,9.0,<35
7523205,Test,1,1,True,4,0,0,144.0,144.0,0.0,0.0,0.0,False,5.0,71.0,37.5,F,2.0,36797.43,1.0,4.0,35-50
7523230,Control,1,0,False,2,0,0,,,0.0,0.0,0.0,True,13.0,161.0,73.0,F,2.0,221765.49,2.0,5.0,65+
7523598,Test,1,1,True,4,0,0,614.0,614.0,0.0,0.0,0.0,False,12.0,154.0,47.5,M,3.0,54004.99,1.0,4.0,35-50
7523834,Test,1,0,False,2,2,0,,,0.0,2.0,2.0,True,16.0,194.0,55.0,F,2.0,42529.4,6.0,9.0,50-65
7524315,Test,1,1,True,4,1,1,1026.0,689.0,1.0,1.0,1.0,False,6.0,73.0,24.0,U,2.0,27126.82,1.0,4.0,<35
7524332,Control,1,0,False,2,1,1,,,1.0,1.0,1.0,True,23.0,282.0,20.0,M,3.0,107459.11,4.0,7.0,<35
7524570,Control,1,1,True,4,1,0,286.0,263.0,0.0,1.0,1.0,False,14.0,172.0,35.5,M,2.0,43732.08,6.0,9.0,35-50
7524920,Test,1,0,False,2,0,0,,,0.0,0.0,0.0,True,4.0,59.0,40.0,F,2.0,28785.37,0.0,3.0,35-50
7524965,Test,1,1,True,4,0,0,222.0,222.0,0.0,0.0,0.0,False,16.0,192.0,36.5,M,2.0,31870.82,3.0,6.0,35-50
7525052,Control,2,0,False,3,0,1,,,0.5,0.0,0.0,True,3.0,39.0,63.0,U,2.0,145847.99,6.0,9.0,50-65
7525098,Test,1,0,False,0,0,0,,,0.0,0.0,0.0,True,9.0,113.0,29.0,F,2.0,55289.55,4.0,7.0,<35
7525142,Control,3,1,True,4,0,2,624.0,624.0,0.6666666666666666,0.0,0.0,False,12.0,145.0,67.5,F,2.0,344336.7,4.0,7.0,65+
7525168,Control,1,1,True,4,0,0,287.0,287.0,0.0,0.0,0.0,False,12.0,149.0,32.5,F,2.0,27173.13,6.0,9.0,<35
7525227,Test,1,0,False,0,0,0,,,0.0,0.0,0.0,True,5.0,60.0,21.0,U,2.0,29686.35,3.0,6.0,<35
7525715,Test,1,1,True,4,0,0,317.0,317.0,0.0,0.0,0.0,False,6.0,77.0,66.5,U,2.0,113985.95,3.0,6.0,65+
7525993,Control,1,1,True,4,0,1,395.0,278.0,1.0,0.0,0.0,False,7.0,86.0,44.0,U,4.0,225502.49,5.0,8.0,35-50
7526512,Test,1,1,True,4,0,0,76.0,76.0,0.0,0.0,0.0,False,7.0,84.0,29.5,U,2.0,69950.47,6.0,9.0,<35
7526560,Test,1,1,True,4,0,0,170.0,170.0,0.0,0.0,0.0,False,13.0,158.0,45.0,M,2.0,24305.88,3.0,6.0,35-50
7526606,Control,1,0,False,3,0,0,,,0.0,0.0,0.0,True,6.0,75.0,71.0,U,2.0,56016.94,4.0,7.0,65+
7526845,Test,1,1,True,4,0,0,301.0,301.0,0.0,0.0,0.0,False,17.0,206.0,46.5,F,2.0,145551.95,1.0,4.0,35-50
7527045,Control,1,0,False,1,0,0,,,0.0,0.0,0.0,True,17.0,206.0,56.0,F,2.0,23809.09,4.0,7.0,50-65
7527129,Test,1,0,False,2,2,0,,,0.0,2.0,2.0,True,10.0,131.0,62.0,M,2.0,78898.48,3.0,6.0,50-65
7527462,Control,1,0,False,3,2,0,,,0.0,2.0,2.0,True,7.0,92.0,39.0,U,4.0,597459.8200000001,6.0,9.0,35-50
7527567,Test,1,1,True,4,0,0,266.0,266.0,0.0,0.0,0.0,False,4.0,59.0,39.5,U,3.0,42683.12,6.0,9.0,35-50
7528112,Test,1,0,False,2,0,0,,,0.0,0.0,0.0,True,23.0,277.0,23.0,F,2.0,27721.51,1.0,5.0,<35
7528170,Test,1,1,True,4,0,0,692.0,692.0,0.0,0.0,0.0,False,13.0,156.0,45.5,F,2.0,177944.09000000003,5.0,8.0,35-50
7528220,Control,1,0,False,0,0,1,,,1.0,0.0,0.0,True,5.0,63.0,30.0,F,2.0,35080.42,4.0,7.0,<35
7528312,Control,1,0,False,1,0,0,,,0.0,0.0,0.0,True,16.0,196.0,29.0,F,3.0,111231.56,6.0,9.0,<35
7528331,Test,1,1,True,4,0,0,516.0,516.0,0.0,0.0,0.0,False,11.0,142.0,34.5,F,3.0,34085.94,0.0,3.0,<35
7528589,Test,1,1,True,4,0,0,119.0,119.0,0.0,0.0,0.0,False,13.0,156.0,38.5,F,2.0,56554.53999999999,6.0,9.0,35-50
7528628,Test,1,0,False,0,0,0,,,0.0,0.0,0.0,True,9.0,114.0,36.0,M,2.0,94437.25,2.0,5.0,35-50
7528733,Test,1,0,False,2,1,0,,,0.0,1.0,1.0,True,6.0,76.0,33.0,U,2.0,35792.04,0.0,3.0,<35
7529158,Test,4,1,True,4,5,2,56.0,56.0,0.5,1.25,1.25,False,14.0,173.0,73.0,F,2.0,41528.28999999999,6.0,9.0,65+
7529460,Control,1,1,True,4,0,0,662.0,662.0,0.0,0.0,0.0,False,4.0,58.0,19.5,U,2.0,31301.07,2.0,5.0,<35
7529663,Test,2,0,False,1,1,2,,,1.0,0.5,0.5,True,5.0,65.0,26.0,U,2.0,33279.91,6.0,9.0,<35
7529949,Test,1,0,False,1,0,0,,,0.0,0.0,0.0,True,8.0,101.0,31.5,U,3.0,257065.97,2.0,5.0,<35
7529953,Control,2,1,True,4,1,0,1327.0,1306.0,0.0,0.5,0.5,False,15.0,189.0,35.5,U,2.0,26403.92,0.0,3.0,35-50
7530041,Test,1,1,True,4,0,0,264.0,264.0,0.0,0.0,0.0,False,8.0,103.0,43.5,U,2.0,75501.45999999999,1.0,4.0,35-50
7530138,Control,1,1,True,4,0,0,251.0,251.0,0.0,0.0,0.0,False,10.0,127.0,67.5,M,2.0,876657.52,6.0,9.0,65+
7530155,Control,3,0,False,3,0,3,,,1.0,0.0,0.0,True,6.0,72.0,26.0,U,2.0,60193.21,5.0,8.0,<35
7530392,Test,1,1,True,4,0,0,120.0,120.0,0.0,0.0,0.0,False,4.0,57.0,26.0,U,2.0,33509.74,1.0,4.0,<35
7530428,Test,1,0,False,2,1,1,,,1.0,1.0,1.0,True,15.0,187.0,43.0,M,2.0,67561.59,6.0,9.0,35-50
7530822,Test,1,1,True,4,0,0,350.0,350.0,0.0,0.0,0.0,False,16.0,193.0,55.5,F,2.0,55888.26,5.0,8.0,50-65
7530875,Control,1,1,True,4,1,1,325.0,152.0,1.0,1.0,1.0,False,3.0,44.0,27.0,U,2.0,26065.92,3.0,6.0,<35
7531183,Test,2,0,False,3,4,0,,,0.0,2.0,2.0,True,13.0,163.0,46.0,M,2.0,23817.0,3.0,6.0,35-50
7531469,Test,1,1,True,4,0,2,114.0,70.0,2.0,0.0,0.0,False,5.0,68.0,58.5,U,2.0,28303.99,0.0,3.0,50-65
7532866,Test,2,1,True,4,1,0,185.0,88.0,0.0,0.5,0.5,False,5.0,70.0,25.5,U,3.0,55433.42999999999,1.0,4.0,<35
7533358,Control,2,1,True,4,3,2,467.0,379.0,1.0,1.5,1.5,False,23.0,278.0,55.0,M,2.0,316833.64,6.0,9.0,50-65
7533488,Test,1,1,True,4,0,0,143.0,143.0,0.0,0.0,0.0,False,19.0,228.0,35.0,M,3.0,94011.63,6.0,9.0,<35
7533784,Control,1,0,False,0,0,0,,,0.0,0.0,0.0,True,17.0,213.0,66.0,U,2.0,37363.51,2.0,5.0,65+
7533947,Control,2,1,True,4,0,0,145.0,145.0,0.0,0.0,0.0,False,5.0,67.0,24.0,U,2.0,26993.34,2.0,5.0,<35
7533968,Test,1,1,True,4,6,2,1444.0,516.0,2.0,6.0,6.0,False,28.0,347.0,63.0,F,2.0,81845.78,6.0,9.0,50-65
7534275,Test,2,0,False,2,0,1,,,0.5,0.0,0.0,True,13.0,162.0,39.0,F,2.0,82101.32,3.0,6.0,35-50
7534562,Test,1,0,False,1,0,0,,,0.0,0.0,0.0,True,8.0,103.0,50.0,U,2.0,217690.84000000003,0.0,3.0,35-50
7534618,Control,1,1,True,4,1,0,1214.0,339.0,0.0,1.0,1.0,False,4.0,58.0,52.0,U,2.0,51277.85,2.0,5.0,50-65
7534652,Control,9,1,True,4,0,3,182.0,182.0,0.3333333333333333,0.0,0.0,False,6.0,82.0,28.0,U,2.0,44184.78,2.0,5.0,<35
7534819,Test,1,1,True,4,0,0,491.0,491.0,0.0,0.0,0.0,False,22.0,274.0,59.5,M,2.0,184131.66,3.0,6.0,50-65
7535001,Control,2,0,False,3,0,1,,,0.5,0.0,0.0,True,14.0,168.0,58.5,M,2.0,203054.24,2.0,5.0,50-65
7535186,Test,1,0,False,1,2,2,,,2.0,2.0,2.0,True,6.0,78.0,53.0,U,2.0,269600.82,0.0,3.0,50-65
7535494,Test,1,1,True,4,0,0,91.0,91.0,0.0,0.0,0.0,False,16.0,194.0,56.5,M,2.0,24400.04,6.0,9.0,50-65
7535519,Control,1,0,False,0,0,0,,,0.0,0.0,0.0,True,5.0,67.0,23.5,U,2.0,36797.12,5.0,8.0,<35
7535944,Test,1,1,True,4,0,0,149.0,149.0,0.0,0.0,0.0,False,6.0,80.0,25.5,U,4.0,99859.73,4.0,7.0,<35
7536028,Control,2,1,True,4,0,0,104.0,104.0,0.0,0.0,0.0,False,6.0,72.0,52.5,F,2.0,28801.35,2.0,5.0,50-65
7536544,Test,1,0,False,0,0,0,,,0.0,0.0,0.0,True,9.0,110.0,45.0,F,2.0,56620.49,0.0,3.0,35-50
7536655,Control,1,1,True,4,0,0,444.0,444.0,0.0,0.0,0.0,False,23.0,281.0,54.5,F,2.0,48977.63,0.0,3.0,50-65
7536684,Control,1,0,False,0,0,3,,,3.0,0.0,0.0,True,6.0,72.0,25.0,U,2.0,47175.25,5.0,8.0,<35
7536945,Control,1,0,False,1,0,0,,,0.0,0.0,0.0,True,13.0,162.0,44.5,F,2.0,139514.27000000002,1.0,4.0,35-50
7537056,Test,2,1,True,4,1,1,305.0,305.0,0.5,0.5,0.5,False,27.0,328.0,32.5,M,3.0,78415.36,6.0,9.0,<35
7537182,Test,1,0,False,0,0,1,,,1.0,0.0,0.0,True,14.0,178.0,34.0,F,2.0,68026.11,0.0,3.0,<35
7537958,Control,1,0,False,0,0,0,,,0.0,0.0,0.0,True,4.0,55.0,78.0,M,2.0,33722.88,6.0,9.0,65+
7537987,Control,1,1,True,4,0,1,222.0,143.0,1.0,0.0,0.0,False,13.0,160.0,36.0,M,2.0,58995.29,6.0,9.0,35-50
7538120,Control,1,1,True,4,2,0,478.0,291.0,0.0,2.0,2.0,False,5.0,69.0,40.5,U,2.0,38387.34,6.0,9.0,35-50
7538160,Control,1,1,True,4,0,0,546.0,546.0,0.0,0.0,0.0,False,15.0,182.0,31.5,M,2.0,55846.92999999999,4.0,7.0,<35
7538367,Test,1,0,False,0,0,0,,,0.0,0.0,0.0,True,15.0,191.0,64.0,F,2.0,35110.38,3.0,6.0,50-65
7539129,Control,2,1,True,4,1,0,1771.0,1306.0,0.0,0.5,0.5,False,14.0,168.0,61.0,M,2.0,215622.58,6.0,9.0,50-65
7539703,Control,1,1,True,4,0,1,364.0,242.0,1.0,0.0,0.0,False,8.0,101.0,36.5,U,2.0,82529.61,0.0,3.0,35-50
7539930,Test,1,1,True,4,2,0,3907.0,3049.0,0.0,2.0,2.0,False,21.0,263.0,53.5,F,3.0,70629.88,3.0,6.0,50-65
7540446,Test,2,1,True,4,0,0,830.0,830.0,0.0,0.0,0.0,False,9.0,111.0,72.5,M,2.0,81266.41,3.0,6.0,65+
7541117,Test,1,1,True,4,0,0,202.0,202.0,0.0,0.0,0.0,False,12.0,144.0,36.5,M,3.0,329867.08,6.0,9.0,35-50
7541202,Test,2,1,True,4,0,0,268.0,268.0,0.0,0.0,0.0,False,13.0,161.0,41.0,M,2.0,74760.16,5.0,8.0,35-50
7541570,Test,1,1,True,4,0,0,124.0,124.0,0.0,0.0,0.0,False,8.0,102.0,30.5,U,2.0,41268.06,2.0,5.0,<35
7541656,Control,4,1,True,4,0,0,405.0,405.0,0.0,0.0,0.0,False,12.0,145.0,65.5,F,2.0,59234.3,1.0,4.0,65+
7541813,Test,2,1,True,4,0,0,279.0,279.0,0.0,0.0,0.0,False,5.0,60.0,53.0,U,3.0,133354.44,2.0,5.0,50-65
7542530,Test,1,1,True,4,1,0,338.0,133.0,0.0,1.0,1.0,False,6.0,75.0,40.0,M,2.0,26852.95,0.0,3.0,35-50
7542559,Control,1,1,True,4,0,0,291.0,291.0,0.0,0.0,0.0,False,10.0,121.0,24.5,M,2.0,32030.79,6.0,9.0,<35
7542655,Control,3,0,False,1,0,5,,,1.6666666666666667,0.0,0.0,True,23.0,276.0,74.0,F,3.0,262005.97,6.0,9.0,65+
7543100,Control,1,0,False,0,0,0,,,0.0,0.0,0.0,True,8.0,101.0,41.0,U,2.0,24929.98,2.0,5.0,35-50
7543252,Control,1,0,False,0,0,1,,,1.0,0.0,0.0,True,8.0,104.0,26.0,F,2.0,104350.93,4.0,7.0,<35
7543830,Test,1,0,False,3,1,1,,,1.0,1.0,1.0,True,3.0,46.0,63.0,U,2.0,84457.94,2.0,5.0,50-65
7544001,Test,1,1,True,4,0,0,423.0,423.0,0.0,0.0,0.0,False,13.0,164.0,46.5,M,2.0,31636.83,5.0,8.0,35-50
7544121,Control,2,1,True,4,0,1,952.0,318.0,0.5,0.0,0.0,False,19.0,236.0,44.5,M,2.0,139319.47999999998,4.0,7.0,35-50
7544362,Test,1,1,True,4,4,1,2950.0,1821.0,1.0,4.0,4.0,False,16.0,195.0,45.5,F,2.0,24872.46,4.0,7.0,35-50
7544394,Test,2,1,True,4,4,0,420.0,420.0,0.0,2.0,2.0,False,26.0,316.0,67.5,F,2.0,290954.25,2.0,6.0,65+
7544412,Control,2,1,True,4,0,0,122.0,122.0,0.0,0.0,0.0,False,13.0,163.0,57.5,F,2.0,96103.21,6.0,9.0,50-65
7544555,Test,1,1,True,4,1,0,402.0,142.0,0.0,1.0,1.0,False,24.0,289.0,54.5,F,3.0,2170591.75,5.0,8.0,50-65
7544596,Control,2,0,False,2,0,1,,,0.5,0.0,0.0,True,21.0,255.0,25.0,F,3.0,87351.04999999999,4.0,7.0,<35
7544723,Test,2,1,True,4,1,2,289.0,289.0,1.0,0.5,0.5,False,8.0,103.0,54.5,F,2.0,58074.84,2.0,5.0,50-65
7544962,Control,1,0,False,1,0,0,,,0.0,0.0,0.0,True,24.0,289.0,78.0,F,2.0,180565.62,2.0,5.0,65+
7546085,Test,1,1,True,4,0,0,970.0,970.0,0.0,0.0,0.0,False,5.0,71.0,37.5,U,2.0,59259.46,2.0,5.0,35-50
7546275,Test,1,1,True,4,2,1,1986.0,587.0,1.0,2.0,2.0,False,16.0,196.0,64.0,F,3.0,176368.59999999998,2.0,5.0,50-65
7546769,Control,1,0,False,1,0,0,,,0.0,0.0,0.0,True,20.0,246.0,63.0,M,2.0,178935.26,6.0,9.0,50-65
7546798,Control,1,1,True,4,0,0,171.0,171.0,0.0,0.0,0.0,False,28.0,336.0,60.5,F,2.0,366749.67,5.0,8.0,50-65
7546948,Test,1,1,True,4,0,0,299.0,299.0,0.0,0.0,0.0,False,21.0,260.0,60.5,M,2.0,242730.75,5.0,8.0,50-65
7546968,Test,2,1,True,4,5,1,886.0,886.0,0.5,2.5,2.5,False,20.0,250.0,71.0,F,2.0,72982.29000000001,3.0,6.0,65+
7547652,Test,2,1,True,4,0,0,657.0,657.0,0.0,0.0,0.0,False,13.0,167.0,29.5,M,2.0,87047.26999999999,4.0,7.0,<35
7547967,Test,1,1,True,4,0,0,229.0,229.0,0.0,0.0,0.0,False,23.0,287.0,63.0,F,3.0,110350.45,1.0,4.0,50-65
7548071,Test,2,1,True,4,0,0,89.0,89.0,0.0,0.0,0.0,False,22.0,268.0,61.5,F,3.0,66134.17,0.0,3.0,50-65
7548414,Test,1,0,False,3,2,0,,,0.0,2.0,2.0,True,4.0,58.0,59.0,M,2.0,39787.72,1.0,4.0,50-65
7548550,Test,1,1,True,4,0,0,555.0,555.0,0.0,0.0,0.0,False,5.0,66.0,48.5,F,2.0,37008.03,5.0,8.0,35-50
7548592,Test,3,0,False,2,2,0,,,0.0,0.6666666666666666,0.6666666666666666,True,6.0,79.0,25.0,U,2.0,54436.32,6.0,9.0,<35
7549232,Test,1,1,True,4,0,0,129.0,129.0,0.0,0.0,0.0,False,12.0,144.0,40.5,F,2.0,42818.42999999999,2.0,5.0,35-50
7549366,Control,2,0,False,0,0,0,,,0.0,0.0,0.0,True,22.0,272.0,61.0,F,3.0,264361.66,6.0,9.0,50-65
7549476,Control,2,1,True,4,0,0,256.0,256.0,0.0,0.0,0.0,False,5.0,69.0,58.5,F,2.0,104203.45,4.0,7.0,50-65
7549559,Control,1,0,False,1,1,0,,,0.0,1.0,1.0,True,19.0,231.0,39.0,F,4.0,704503.93,1.0,4.0,35-50
7549818,Control,1,1,True,4,0,0,482.0,482.0,0.0,0.0,0.0,False,4.0,56.0,42.5,U,2.0,116318.64,0.0,3.0,35-50
7550317,Test,1,0,False,1,0,0,,,0.0,0.0,0.0,True,6.0,72.0,26.0,M,2.0,77680.98,6.0,9.0,<35
7550339,Control,1,1,True,4,0,0,344.0,344.0,0.0,0.0,0.0,False,12.0,145.0,44.0,F,2.0,44234.39,4.0,7.0,35-50
7550463,Test,1,1,True,4,2,0,266.0,227.0,0.0,2.0,2.0,False,16.0,195.0,52.5,F,5.0,139050.27000000002,3.0,6.0,50-65
7550579,Test,1,0,False,3,0,0,,,0.0,0.0,0.0,True,23.0,282.0,26.0,M,2.0,30420.73,1.0,4.0,<35
7550662,Control,1,1,True,4,0,0,71.0,71.0,0.0,0.0,0.0,False,4.0,58.0,24.0,U,2.0,27446.24,0.0,3.0,<35
7550898,Control,1,1,True,4,0,0,166.0,166.0,0.0,0.0,0.0,False,9.0,119.0,33.5,M,3.0,48715.61,1.0,4.0,<35
7551101,Test,2,1,True,4,0,0,78.0,78.0,0.0,0.0,0.0,False,15.0,185.0,34.5,M,2.0,33065.55,1.0,4.0,<35
7551383,Control,1,1,True,4,0,0,593.0,593.0,0.0,0.0,0.0,False,24.0,290.0,41.5,F,3.0,423349.37,1.0,5.0,35-50
7551444,Test,1,1,True,4,0,0,664.0,664.0,0.0,0.0,0.0,False,31.0,379.0,70.5,F,3.0,109983.67,2.0,5.0,65+
7551662,Control,1,1,True,4,0,0,236.0,236.0,0.0,0.0,0.0,False,4.0,51.0,34.0,U,2.0,76409.72,4.0,7.0,<35
7551666,Control,2,1,True,4,1,1,183.0,183.0,0.5,0.5,0.5,False,7.0,85.0,62.5,U,2.0,61664.01,6.0,9.0,50-65
7551676,Control,1,1,True,4,0,0,130.0,130.0,0.0,0.0,0.0,False,4.0,59.0,32.0,U,2.0,59315.9,5.0,8.0,<35
